Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds▼,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
428,Dalton Keene,NWE,21,TE,6,0,5,3,60.0%,16,5.3,0,0,40.0,8,3.2,0.5,2.7,1,KeenDa00
429,Eric Saubert,JAX,26,TE,8,4,4,3,75.0%,16,5.3,0,0,25.0,9,4.0,0.4,2.0,0,SaubEr00
430,Reggie Gilliam,BUF,23,FB,14,0,2,2,100.0%,16,8.0,1,2,100.0,15,8.0,0.1,1.1,0,GillRe00
431,Colby Parkinson,SEA,21,TE,6,0,2,2,100.0%,16,8.0,0,2,100.0,10,8.0,0.3,2.7,0,ParkCo02
432,Jaleel Scott,NYJ,25,WR,1,1,1,1,100.0%,16,16.0,0,1,100.0,16,16.0,1.0,16.0,0,ScotJa02
433,Donte Moncrief,NWE,27,WR,6,0,2,1,50.0%,15,15.0,0,1,50.0,15,7.5,0.2,2.5,0,MoncDo00
434,D'Ernest Johnson,CLE,24,RB,16,0,4,3,75.0%,14,4.7,0,0,0.0,5,3.5,0.2,0.9,1,JohnDE04
435,Derek Carrier,LVR,30,TE,16,0,1,1,100.0%,14,14.0,0,1,100.0,14,14.0,0.1,0.9,0,CarrDe00
436,James Proche,BAL,24,WR,14,0,3,1,33.3%,14,14.0,0,1,33.3,14,4.7,0.1,1.0,0,ProcJa00
437,Andy Janovich,CLE,27,RB,14,3,5,2,40.0%,13,6.5,0,1,20.0,13,2.6,0.1,0.9,0,JanoAn00
438,Keith Kirkwood,CAR,26,WR,1,0,2,1,50.0%,13,13.0,0,0,0.0,13,6.5,1.0,13.0,0,KirkKe00
439,Siran Neal,BUF,26,DB,16,0,1,1,100.0%,13,13.0,0,1,0.0,13,13.0,0.1,0.8,0,NealSi00
440,Vyncint Smith,NYJ,24,WR,7,0,3,1,33.3%,13,13.0,0,1,33.3,13,4.3,0.1,1.9,0,SmitVy00
441,Peyton Barber,WAS,26,RB,16,2,7,4,57.1%,12,3.0,0,1,28.6,7,1.7,0.3,0.8,0,BarbPe01
442,Josh Allen*,BUF,24,QB,16,16,1,1,100.0%,12,12.0,1,1,100.0,12,12.0,0.1,0.8,9,AlleJo02
443,Josiah Deguara,GNB,23,TE,2,1,2,1,50.0%,12,12.0,0,1,50.0,12,6.0,0.5,6.0,0,DeguJo00
444,Cody Hollister,TEN,27,WR,2,0,1,1,100.0%,12,12.0,0,1,100.0,12,12.0,0.5,6.0,0,HollCo00
445,Blake Jarwin,DAL,26,TE,1,1,1,1,100.0%,12,12.0,0,1,100.0,12,12.0,1.0,12.0,0,JarwBl00
446,Luke Willson,2TM,30,TE,8,0,3,1,33.3%,12,12.0,0,0,0.0,12,4.0,0.1,1.5,0,WillLu00
447,Bennie Fowler,NOR,29,WR,5,0,6,2,33.3%,11,5.5,0,1,16.7,7,1.8,0.4,2.2,0,FowlBe00
448,Stephen Carlson,CLE,24,TE,16,2,2,1,50.0%,11,11.0,0,1,50.0,11,5.5,0.1,0.7,0,CarlSt00
449,Marcus Kemp,2TM,25,WR,11,0,1,1,100.0%,11,11.0,0,1,100.0,11,11.0,0.1,1.0,0,KempMa00
450,Dak Prescott,DAL,27,QB,5,5,1,1,100.0%,11,11.0,1,1,100.0,11,11.0,0.2,2.2,3,PresDa01
451,Jonathan Ward,ARI,23,RB,14,0,1,1,100.0%,11,11.0,1,1,100.0,11,11.0,0.1,0.8,0,WardJo00
452,Mike Boone,MIN,25,RB,16,0,2,2,100.0%,10,5.0,0,0,100.0,6,5.0,0.1,0.6,0,BoonMi00
453,Gehrig Dieter,KAN,27,WR,4,0,2,1,50.0%,10,10.0,0,1,50.0,10,5.0,0.3,2.5,0,DietGe00
454,Ben Ellefson,JAX,24,TE,7,4,4,1,25.0%,10,10.0,0,1,25.0,10,2.5,0.1,1.4,0,ElleBe00
455,Temarrick Hemingway,WAS,27,TE,8,0,2,1,50.0%,10,10.0,0,1,50.0,10,5.0,0.1,1.3,0,HemiTe00
456,Chandler Cox,MIA,24,RB,8,3,2,2,100.0%,9,4.5,0,1,100.0,6,4.5,0.3,1.1,0,CoxxCh01
457,Nick Bellore*,SEA,31,LB,16,0,1,1,100.0%,9,9.0,0,1,100.0,9,9.0,0.1,0.6,0,BellNi01
458,Jason Cabinda,DET,24,LB,16,2,3,2,66.7%,8,4.0,0,1,33.3,4,2.7,0.1,0.5,0,CabiJa00
459,DeAndre Carter,2TM,27,WR,13,0,2,1,50.0%,8,8.0,0,0,50.0,8,4.0,0.1,0.6,2,CartDe02
460,D.J. Foster,ARI,27,WR,10,0,1,1,100.0%,7,7.0,0,1,100.0,7,7.0,0.1,0.7,0,FostD.01
461,Scottie Phillips,HOU,23,RB,8,0,1,1,100.0%,7,7.0,0,0,100.0,7,7.0,0.1,0.9,0,PhilSc01
462,Colin Thompson,CAR,27,TE,15,4,2,1,50.0%,7,7.0,1,1,50.0,7,3.5,0.1,0.5,0,ThomCo03
463,Lamar Miller,CHI,29,RB,1,0,2,2,100.0%,6,3.0,0,1,50.0,7,3.0,2.0,6.0,0,MillLa01
464,Brandon Dillon,MIN,23,TE,3,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.3,2.0,0,DillBr00
465,Cullen Gillaspia,HOU,25,RB,7,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.1,0.9,0,GillCu00
466,Baker Mayfield,CLE,25,QB,16,16,1,1,100.0%,6,6.0,0,1,100.0,6,6.0,0.1,0.4,8,MayfBa00
467,Jeremy Sprinkle,WAS,26,TE,16,6,3,1,33.3%,6,6.0,0,0,33.3,6,2.0,0.1,0.4,0,SpriJe00
468,Jake Butt,DEN,25,TE,5,1,4,2,50.0%,5,2.5,0,0,0.0,5,1.3,0.4,1.0,0,ButtJa00
469,LeVante Bellamy,DEN,24,RB,5,0,1,1,100.0%,5,5.0,0,0,100.0,5,5.0,0.2,1.0,0,BellLe02
470,D'Onta Foreman,TEN,24,RB,6,0,1,1,100.0%,5,5.0,1,1,100.0,5,5.0,0.2,0.8,0,ForeDO00
471,Trenton Irwin,CIN,25,WR,1,0,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,1.0,5.0,0,IrwiTr00
472,Tommylee Lewis,NOR,28,WR,5,0,3,1,33.3%,5,5.0,0,0,0.0,5,1.7,0.2,1.0,0,LewiTo00
473,Anthony Sherman,KAN,32,RB,13,1,2,1,50.0%,5,5.0,1,1,50.0,5,2.5,0.1,0.4,0,SherAn00
474,Trevon Wesco,NYJ,25,TE,12,4,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,0.1,0.4,0,WescTr00
475,Alex Collins,SEA,26,RB,3,1,2,1,50.0%,4,4.0,0,0,50.0,4,2.0,0.3,1.3,0,CollAl00
476,Bobby Massie,CHI,31,RT,8,8,1,1,100.0%,4,4.0,0,1,100.0,4,4.0,0.1,0.5,0,MassBo00
477,J.J. Taylor,NWE,22,RB,6,0,2,1,50.0%,4,4.0,0,0,50.0,4,2.0,0.2,0.7,0,TaylJJ01
478,Dede Westbrook,JAX,27,WR,2,0,1,1,100.0%,4,4.0,0,0,100.0,4,4.0,0.5,2.0,1,WestDe00
479,Jason Croom,PHI,26,TE,4,0,1,1,100.0%,3,3.0,1,1,100.0,3,3.0,0.3,0.8,0,CrooJa00
480,Antonio Gandy-Golden,WAS,22,WR,6,2,7,1,14.3%,3,3.0,0,0,0.0,3,0.4,0.2,0.5,0,GandAn00
481,Penny Hart,SEA,24,WR,13,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.1,0.2,0,HartPe01
482,Buddy Howell,HOU,24,RB,14,0,2,1,50.0%,3,3.0,0,0,0.0,3,1.5,0.1,0.2,0,HoweGr00
483,Jalen Hurts,PHI,22,QB,15,4,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.1,0.2,9,HurtJa00
484,Isaac Nauta,DET,23,TE,7,0,2,1,50.0%,3,3.0,0,0,0.0,3,1.5,0.1,0.4,0,NautIs00
485,Craig Reynolds,JAX,24,RB,2,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.5,1.5,0,ReynCr00
486,Jordan Thomas,2TM,24,TE,6,0,2,1,50.0%,3,3.0,1,1,50.0,3,1.5,0.2,0.5,0,ThomJo05
487,Marcus Baugh,WAS,26,TE,8,1,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.1,0.3,0,BaugMa02
488,Eric Fisher*,KAN,29,LT,15,15,1,1,100.0%,2,2.0,1,1,100.0,2,2.0,0.1,0.1,0,FishEr00
489,Dontrell Hilliard,2TM,25,RB,7,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.1,0.3,0,HillDo00
490,Adrian Killins,PHI,22,RB,1,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,1.0,2.0,0,KillAd00
491,Bruce Miller,JAX,33,FB,8,5,2,1,50.0%,2,2.0,0,1,50.0,2,1.0,0.1,0.3,0,MillBr02
492,Kendall Lamm,CLE,28,T,15,1,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,0,LammKe00
493,Ryan Fitzpatrick,MIA,38,QB,9,7,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,2,FitzRy00
494,Jason Huntley,PHI,22,RB,5,0,2,1,50.0%,0,0.0,0,0,0.0,0,0.0,0.2,0.0,0,HuntJa01
495,Gardner Minshew II,JAX,24,QB,9,8,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,5,MinsGa00
496,Ryan Tannehill,TEN,32,QB,16,16,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,6,TannRy00
497,Brandon Allen,CIN,28,QB,5,5,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1,AlleBr00
498,Antony Auclair,TAM,27,TE,8,2,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,AuclAn00
499,Jeff Badet,WAS,26,WR,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,BadeJe00
500,Kenjon Barner,TAM,31,RB,6,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,BarnKe00
501,Aaron Brewer,TEN,23,C,12,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,BrewAa01
502,Hakeem Butler,PHI,24,WR,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,ButlHa00
503,Tyler Davis,JAX,23,TE,8,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,DaviTy02
504,Seth Devalve,ARI,27,TE,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,DevaSe00
505,Rico Gafford,LVR,24,DB,3,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,GaffRi00
506,Nick Gates,NYG,25,C,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,GateNi00
507,C.J. Goodwin,DAL,30,DB,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,GoodC.00
508,Cyril Grayson,TAM,27,WR,3,0,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,GrayCy01
509,Jerald Hawkins,PIT,27,T,13,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,HawkJe00
510,J.P. Holtz,CHI,27,TE,16,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,HoltJ.01
511,Taiwan Jones,BUF,32,RB,13,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,JoneTa00
512,Patrick Mahomes*,KAN,25,QB,15,15,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,5,MahoPa00
513,Kevin Rader,PIT,25,TE,1,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,RadeKe00
514,Joe Reed,LAC,22,WR,11,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,ReedJo03
515,Mason Schreck,CIN,27,TE,14,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SchrMa00
516,Ricky Seals-Jones,KAN,25,WR,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SealRi00
517,Tajae Sharpe,MIN,26,WR,4,0,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SharTa00
518,Matthew Stafford,DET,32,QB,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,2,StafMa00
519,Taywan Taylor,CLE,25,WR,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,TaylTa00
520,Noah Togiai,IND,23,TE,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,TogiNo00
521,Eric Tomlinson,2TM,28,TE,7,2,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,TomlEr01
522,P.J. Walker,CAR,25,QB,4,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1,WalkPh00
523,Andy Dalton,DAL,33,QB,11,9,1,1,100.0%,-3,-3.0,0,0,0.0,-3,-3.0,0.1,-0.3,2,DaltAn00
524,Jordan Howard,2TM,26,RB,7,4,1,1,100.0%,-3,-3.0,0,0,0.0,0,-3.0,0.1,-0.4,1,HowaJo00
525,Aaron Rodgers*+,GNB,37,QB,16,16,1,1,100.0%,-6,-6.0,0,0,0.0,-6,-6.0,0.1,-0.4,4,RodgAa00
