Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds▼,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
399,Kenjon Barner,ATL,30,RB,14,0,8,6,75.0%,22,3.7,0,1,12.5,13,2.8,0.4,1.6,4,BarnKe00
400,Spencer Ware,KAN,28,RB,3,1,7,5,71.4%,22,4.4,0,1,28.6,18,3.1,1.7,7.3,1,WareSp00
401,Michael Crabtree,ARI,32,WR,2,1,5,4,80.0%,22,5.5,0,0,40.0,9,4.4,2.0,11.0,0,CrabMi00
402,Da'Mari Scott,NYG,24,WR,5,2,3,2,66.7%,22,11.0,0,2,66.7,11,7.3,0.4,4.4,0,ScotDa02
403,Anthony Sherman,KAN,31,RB,16,0,3,2,66.7%,22,11.0,0,2,66.7,15,7.3,0.1,1.4,0,SherAn00
404,Johnny Holton,PIT,29,WR,16,3,15,3,20.0%,21,7.0,0,1,6.7,18,1.4,0.2,1.3,0,HoltJo00
405,Chris Moore,BAL,26,WR,14,1,5,3,60.0%,21,7.0,0,0,20.0,13,4.2,0.2,1.5,0,MoorCh00
406,Fred Brown,DEN,26,WR,13,1,3,2,66.7%,21,10.5,0,1,33.3,16,7.0,0.2,1.6,1,BrowFr01
407,Eric Saubert,CHI,25,TE,2,0,3,2,66.7%,21,10.5,0,1,33.3,11,7.0,1.0,10.5,0,SaubEr00
408,Andre Roberts*,BUF,31,WR,13,0,7,3,42.9%,20,6.7,0,1,42.9,7,2.9,0.2,1.5,1,RobeAn00
409,Josh Bellamy,NYJ,30,WR,7,0,3,2,66.7%,20,10.0,0,1,33.3,15,6.7,0.3,2.9,0,BellJo02
410,Zach Zenner,3TM,28,RB,5,0,3,2,66.7%,19,9.5,0,2,66.7,13,6.3,0.4,3.8,0,ZennZa00
411,David Blough,DET,24,QB,5,5,1,1,100.0%,19,19.0,1,1,100.0,19,19.0,0.2,3.8,1,BlouDa00
412,Tra Carson,2TM,27,RB,3,1,4,4,100.0%,18,4.5,0,0,25.0,8,4.5,1.3,6.0,0,CarsTr01
413,Donte Moncrief,2TM,26,WR,8,2,15,4,26.7%,18,4.5,0,1,6.7,11,1.2,0.5,2.3,0,MoncDo00
414,Marqise Lee,JAX,28,WR,6,1,4,3,75.0%,18,6.0,0,2,50.0,8,4.5,0.5,3.0,0,LeexMa00
415,Stanley Morgan Jr.,CIN,23,WR,11,0,10,3,30.0%,18,6.0,0,0,20.0,9,1.8,0.3,1.6,0,MorgSt02
416,Nick Bawden,DET,23,RB,10,2,6,4,66.7%,17,4.3,0,1,33.3,10,2.8,0.4,1.7,0,BawdNi00
417,Mike Boone,MIN,24,RB,16,2,4,3,75.0%,17,5.7,0,0,50.0,7,4.3,0.2,1.1,0,BoonMi00
418,Robert Davis,2TM,24,WR,6,3,5,2,40.0%,17,8.5,0,2,40.0,11,3.4,0.3,2.8,0,DaviRo00
419,Ashton Dulin,IND,22,WR,13,0,2,2,100.0%,17,8.5,0,0,50.0,13,8.5,0.2,1.3,0,DuliAs00
420,Darius Jennings,TEN,27,WR,8,0,5,2,40.0%,17,8.5,0,2,40.0,11,3.4,0.3,2.1,0,JennDa00
421,Malcolm Brown,LAR,26,RB,14,1,6,2,33.3%,16,8.0,0,0,16.7,10,2.7,0.1,1.1,0,BrowMa03
422,Rashard Davis,TEN,24,WR,1,0,1,1,100.0%,16,16.0,0,1,100.0,16,16.0,1.0,16.0,0,DaviRa01
423,Josh Oliver,JAX,22,TE,4,1,6,3,50.0%,15,5.0,0,0,50.0,6,2.5,0.8,3.8,0,OlivJo00
424,Michael Walker,JAX,23,WR,7,0,3,2,66.7%,15,7.5,0,1,0.0,9,5.0,0.3,2.1,2,WalkMi00
425,Ventell Bryant,DAL,23,WR,12,0,1,1,100.0%,15,15.0,1,1,100.0,15,15.0,0.1,1.3,0,BryaVe00
426,Ryan Grant,OAK,29,WR,2,1,9,4,44.4%,14,3.5,0,1,22.2,9,1.6,2.0,7.0,0,GranRy01
427,Troymaine Pope,LAC,26,RB,14,0,3,2,66.7%,14,7.0,1,1,33.3,13,4.7,0.1,1.0,1,PopeTr00
428,Mike Thomas,LAR,25,WR,16,0,5,2,40.0%,14,7.0,0,1,20.0,9,2.8,0.1,0.9,0,ThomMi04
429,Cethan Carter,CIN,24,TE,15,0,3,2,66.7%,13,6.5,1,2,66.7,8,4.3,0.1,0.9,0,CartCe00
430,Cody Hollister,TEN,26,WR,5,0,2,2,100.0%,13,6.5,0,0,50.0,11,6.5,0.4,2.6,0,HollCo00
431,T.J. Logan,TAM,25,FB,12,0,3,2,66.7%,13,6.5,0,1,33.3,11,4.3,0.2,1.1,0,LogaT.00
432,Isaac Nauta,DET,22,TE,6,0,3,2,66.7%,13,6.5,0,1,66.7,10,4.3,0.3,2.2,0,NautIs00
433,Keith Smith,ATL,27,FB,16,5,3,1,33.3%,13,13.0,0,1,33.3,13,4.3,0.1,0.8,0,SmitKe03
434,Sean Culkin,LAC,26,TE,4,2,2,1,50.0%,12,12.0,0,1,50.0,12,6.0,0.3,3.0,0,CulkSe00
435,Jeff Smith,NYJ,22,WR,1,0,2,1,50.0%,12,12.0,0,1,50.0,12,6.0,1.0,12.0,0,SmitJe03
436,Tyler Ervin,2TM,26,RB,10,0,4,2,50.0%,11,5.5,0,1,50.0,6,2.8,0.2,1.1,2,ErviTy00
437,Scott Simonson,NYG,27,TE,5,1,2,2,100.0%,11,5.5,0,1,50.0,10,5.5,0.4,2.2,0,SimoSc00
438,Antony Auclair,TAM,26,TE,8,5,3,1,33.3%,11,11.0,0,1,33.3,11,3.7,0.1,1.4,0,AuclAn00
439,Kevin Byard,TEN,26,FS,16,16,1,1,100.0%,11,11.0,0,1,0.0,11,11.0,0.1,0.7,0,ByarKe01
440,Chris Manhertz,CAR,27,TE,15,6,1,1,100.0%,11,11.0,0,1,100.0,11,11.0,0.1,0.7,0,ManhCh00
441,John Ursua,SEA,25,WR,3,0,1,1,100.0%,11,11.0,0,1,100.0,11,11.0,0.3,3.7,0,UrsuJo00
442,Levine Toilolo,SFO,28,TE,13,0,2,2,100.0%,10,5.0,0,0,50.0,8,5.0,0.2,0.8,0,ToilLe00
443,Elijhaa Penny,NYG,26,RB,16,1,4,2,50.0%,9,4.5,0,0,25.0,9,2.3,0.1,0.6,0,PennEl00
444,Javorius Allen,NYG,28,RB,10,0,2,1,50.0%,9,9.0,0,0,50.0,9,4.5,0.1,0.9,0,AlleJa01
445,Austin Carr,NOR,26,WR,6,3,4,1,25.0%,9,9.0,0,1,25.0,9,2.3,0.2,1.5,0,CarrAu00
446,Taiwan Jones,HOU,31,RB,11,0,1,1,100.0%,9,9.0,0,0,100.0,9,9.0,0.1,0.8,0,JoneTa00
447,Ben Koyack,JAX,26,TE,11,6,3,1,33.3%,9,9.0,0,0,0.0,9,3.0,0.1,0.8,0,KoyaBe00
448,Paul Perkins,DET,25,RB,4,0,1,1,100.0%,9,9.0,0,0,100.0,9,9.0,0.3,2.3,0,PerkPa00
449,Kerrith Whyte Jr,PIT,23,RB,6,0,1,1,100.0%,9,9.0,0,1,100.0,9,9.0,0.2,1.5,0,WhytKe00
450,Ricky Ortiz,NOR,25,FB,1,0,1,1,100.0%,8,8.0,0,0,100.0,8,8.0,1.0,8.0,0,OrtiRi00
451,Jordan Thomas,HOU,23,TE,5,2,3,1,33.3%,8,8.0,0,0,33.3,8,2.7,0.2,1.6,0,ThomJo05
452,Cody Davis,JAX,30,DB,16,0,1,1,100.0%,7,7.0,0,1,0.0,7,7.0,0.1,0.4,0,DaviCo02
453,Dwayne Harris,OAK,32,WR,3,0,1,1,100.0%,7,7.0,0,0,0.0,7,7.0,0.3,2.3,0,HarrDw00
454,Chris Herndon,NYJ,23,TE,1,0,2,1,50.0%,7,7.0,0,0,0.0,7,3.5,1.0,7.0,0,HernCh00
455,Qadree Ollison,ATL,23,RB,8,0,2,1,50.0%,7,7.0,0,1,50.0,7,3.5,0.1,0.9,1,OlliQa00
456,Alex Armah,CAR,25,FB,16,1,2,2,100.0%,6,3.0,0,0,50.0,4,3.0,0.1,0.4,0,ArmaAl00
457,Jeff Driskel,DET,26,QB,3,3,1,1,100.0%,6,6.0,0,0,100.0,6,6.0,0.3,2.0,1,DrisJe00
458,Dalton Schultz,DAL,23,TE,16,0,2,1,50.0%,6,6.0,0,0,50.0,6,3.0,0.1,0.4,0,SchuDa00
459,Jaleel Scott,BAL,24,WR,3,0,3,1,33.3%,6,6.0,0,0,33.3,6,2.0,0.3,2.0,0,ScotJa02
460,De'Anthony Thomas,2TM,26,RB,14,0,2,1,50.0%,6,6.0,0,0,50.0,6,3.0,0.1,0.4,3,ThomDe05
461,Dwayne Washington,NOR,25,RB,16,0,1,1,100.0%,6,6.0,0,0,100.0,6,6.0,0.1,0.4,0,WashDw00
462,Deshaun Watson*,HOU,24,QB,15,15,1,1,100.0%,6,6.0,1,1,100.0,6,6.0,0.1,0.4,10,WatsDe00
463,Jakob Johnson,NWE,25,FB,4,3,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,0.3,1.3,0,JohnJa12
464,Charles Jones,JAX,23,TE,4,0,1,1,100.0%,5,5.0,0,0,0.0,5,5.0,0.3,1.3,0,JoneCh10
465,Bo Scarbrough,DET,25,RB,6,5,4,1,25.0%,5,5.0,0,0,25.0,5,1.3,0.2,0.8,1,ScarBo01
466,Tyrone Swoopes,SEA,25,TE,5,2,1,1,100.0%,5,5.0,0,0,100.0,5,5.0,0.2,1.0,0,SwooTy00
467,Roosevelt Nix,PIT,27,RB,3,0,3,2,66.7%,4,2.0,0,0,33.3,4,1.3,0.7,1.3,0,NixxRo01
468,Darrell Daniels,ARI,25,TE,11,0,3,1,33.3%,4,4.0,0,1,33.3,4,1.3,0.1,0.4,0,DaniDa02
469,Zach Gentry,PIT,23,TE,4,0,1,1,100.0%,4,4.0,0,1,100.0,4,4.0,0.3,1.0,0,GentZa00
470,Krishawn Hogan,NOR,24,WR,8,0,1,1,100.0%,4,4.0,0,0,0.0,4,4.0,0.1,0.5,0,HogaKr00
471,Cyril Grayson,TAM,26,WR,2,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.5,1.5,0,GrayCy01
472,Xavier Grimble,PIT,27,TE,3,1,3,1,33.3%,3,3.0,0,0,0.0,3,1.0,0.3,1.0,0,GrimXa00
473,Jacoby Brissett,IND,27,QB,15,15,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.1,0.1,7,BrisJa00
474,Jon Hilliman,NYG,24,RB,3,1,4,3,75.0%,1,0.3,0,0,25.0,5,0.3,1.0,0.3,2,HillJo03
475,Wes Hills,DET,24,RB,1,1,2,2,100.0%,1,0.5,0,0,0.0,2,0.5,2.0,1.0,0,HillWe00
476,Dion Dawkins,BUF,25,LT,16,16,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,0,DawkDi00
477,Dennis Kelly,TEN,29,T,15,4,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,0,KellDe00
478,Senorise Perry,BUF,28,RB,11,0,1,1,100.0%,1,1.0,0,0,0.0,1,1.0,0.1,0.1,0,PerrSe00
479,David Quessenberry,TEN,29,T,4,0,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.3,0.3,0,QuesDa00
480,Jason Sanders,MIA,24,K,16,0,1,1,100.0%,1,1.0,1,1,0.0,1,1.0,0.1,0.1,0,SandJa00
481,Darrius Shepherd,GNB,24,WR,6,0,2,1,50.0%,1,1.0,0,0,0.0,1,0.5,0.2,0.2,1,ShepDa00
482,Eric Tomlinson,3TM,27,TE,8,3,1,1,100.0%,1,1.0,0,0,0.0,1,1.0,0.1,0.1,0,TomlEr01
483,Vita Vea,TAM,24,NT,16,16,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,0,VeaxVi00
484,Christian Wilkins,MIA,24,RDE,16,14,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,1,WilkCh00
485,Michael Deiter,MIA,23,LG,16,15,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,0,DeitMi00
486,Jay Ajayi,PHI,26,RB,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,AjayJa00
487,Michael Burton,WAS,27,RB,10,2,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,BurtMi00
488,Kirk Cousins*,MIN,31,QB,15,15,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,10,CousKi00
489,Dane Cruikshank,TEN,24,DB,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,CruiDa00
490,Dalyn Dawkins,TEN,25,RB,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,DawkDa01
491,George Fant,SEA,27,T,16,7,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,FantGe00
492,Travis Fulgham,DET,24,WR,3,0,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,FulgTr00
493,Jalen Guyton,LAC,22,WR,3,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,GuytJa01
494,Justin Hardee,NOR,25,WR,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,HardJu01
495,Lil'Jordan Humphrey,NOR,21,WR,5,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,HumpLi01
496,Deon Lacey,MIA,29,LB,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,LaceDe00
497,David Long,LAR,21,DB,8,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,LongDa02
498,Jamize Olawale,DAL,30,FB,16,5,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,OlawJa00
499,Jace Sternberger,GNB,23,TE,6,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SterJa00
500,Taywan Taylor,CLE,24,WR,3,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,TaylTa00
501,Tyrod Taylor,LAC,30,QB,8,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,TaylTy00
502,Chad Williams,IND,25,WR,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,WillCh05
503,Jamal Agnew,DET,24,DB,13,0,2,1,50.0%,-2,-2.0,0,0,0.0,-2,-1.0,0.1,-0.2,1,AgneJa00
504,Kaleb McGary,ATL,24,RT,16,16,1,1,100.0%,-3,-3.0,0,0,0.0,-3,-3.0,0.1,-0.2,0,McGaKa00
505,Garrett Bradbury,MIN,24,C,16,16,1,1,100.0%,-4,-4.0,0,0,0.0,-4,-4.0,0.1,-0.3,0,BradGa00
506,Andy Dalton,CIN,32,QB,13,13,1,1,100.0%,-4,-4.0,0,0,0.0,-4,-4.0,0.1,-0.3,8,DaltAn00
507,Quincy Enunwa,NYJ,27,WR,1,1,3,1,33.3%,-4,-4.0,0,0,33.3,8,-1.3,1.0,-4.0,1,EnunQu00
508,Wyatt Teller,CLE,25,RG,15,9,1,1,100.0%,-5,-5.0,0,0,0.0,-5,-5.0,0.1,-0.3,0,TellWy00
